title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Ford Fiesta MCA 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-1.25/42713931698979500/advert?channel=CARS,"12,750",2013 ,Donegal,"25,500",1.2,Petrol,Manual,Metallic Silver,1,"February, 2017",Hatchback
Ford Fiesta NEW MODEL ZETEC 1.0 65BHP HATCHBACK  //  TOP SPEC WITH UPGRADED ALLOYS  //  ***THIS IS T,http://www.carzone.ie/search/Ford/Fiesta/NEW-MODE/42713941160185810/advert?channel=CARS,"12,900",2013 ,Dublin,"18,000",1.0,Petrol,Manual,Red,1,,Hatchback
Ford Fiesta 1.4 TDCI STYLE 70PS 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/37913872173955880/advert?channel=CARS,"14,950",2012,Meath,"18,641",1.3,Diesel,Manual,Red,1,"January, 2016",Hatchback
Ford Fiesta TITANIUM 1.25 60PS 4DR,http://www.carzone.ie/search/Ford/Fiesta/TITANIUM/39913922035441290/advert?channel=CARS,"14,950",2012,Dublin,"23,600",1.2,Petrol,Manual,Silver,1,"January, 2016",Hatchback
Ford Fiesta 1.4 TDCI 70PS M5 5DR TITANIUM 70 PS,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/44213953127898800/advert?channel=CARS,"14,950",2012,Galway,"23,923",1.4,Diesel,Manual,Silver,1,,Hatchback
Ford Fiesta TITANIUM 1.25 60PS 4DR,http://www.carzone.ie/search/Ford/Fiesta/TITANIUM/39713917699652730/advert?channel=CARS,"14,950",2012,Dublin,"27,030",1.2,Petrol,Manual,Metallic Panther,1,"January, 2016",Hatchback
Ford Fiesta 1.4 TDCI 70PS 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/38813915270753410/advert?channel=CARS,"14,950",2012,Galway,"28,741",1.4,Diesel,Manual,Black,1,"July, 2016",Hatchback
Ford Fiesta 1.4 TDCI 70PS 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/43213933457086180/advert?channel=CARS,"14,950",2012,Sligo,"28,741",1.4,Diesel,Manual,Metallic Panther Black,1,"July, 2016",Hatchback
Ford Fiesta 1.4 TDCI 70PS Titanium 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/42813940191033450/advert?channel=CARS,"14,950",2012,Galway,"49,710",1.4,Diesel,Manual,Grey,1,,Hatchback
Ford Fiesta 1.4 TDCI 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/38313923943160150/advert?channel=CARS,"15,000",2012,Limerick,"19,263",1.3,Diesel,Manual,Red,1,"May, 2016",Hatchback
Ford Fiesta AUTOMATIC TITANIUM  LOW KMS,http://www.carzone.ie/search/Ford/Fiesta/AUTOMATI/38213902209578680/advert?channel=CARS,"15,500",2012,Louth,"10,232",1.3,Petrol,Automatic,Metallic Red,1,"January, 2016",Hatchback
Ford Fiesta 1.6 5Dr Zetec Automatic,http://www.carzone.ie/search/Ford/Fiesta/1.6-5Dr-/37613801098591340/advert?channel=CARS,"15,950",2012,Kerry,"6,928",1.6,Petrol,Automatic,Candy Blue,1,"May, 2017",Hatchback
Ford Fiesta STYLE 1.4 96PS,http://www.carzone.ie/search/Ford/Fiesta/STYLE-1./201349220210516/advert?channel=CARS,"14,500",2012,Wicklow,"6,000",1.4,Petrol,Automatic,Silver,1,"January, 2016",Hatchback
Ford Fiesta 1.4 TDCI Style 70PS 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDCI/42713956652289590/advert?channel=CARS,"14,500",2012,Westmeath,"7,757",1.4,Diesel,Manual,Panther Black,2,,Hatchback
Ford Fiesta 1.4 TDI STYLE 5DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TDI-/39313926576374350/advert?channel=CARS,"14,500",2012,Laois,"18,060",1.4,Diesel,Manual,Metallic Silver,1,"January, 2016",Hatchback
Ford Fiesta TITANIUM 1.25 60PS 4DR 5DR,http://www.carzone.ie/search/Ford/Fiesta/TITANIUM/39113927260068320/advert?channel=CARS,"14,500",2012,Cork,"18,579",1.2,Petrol,Manual,Grey,1,"January, 2016",Hatchback
Ford Fiesta TITANIUM 1.25 60PS 4DR,http://www.carzone.ie/search/Ford/Fiesta/TITANIUM/38513916908142310/advert?channel=CARS,"14,600",2012,Limerick,"6,214",1.2,Petrol,Manual,Blue,1,"January, 2016",Hatchback
Ford Fiesta 1.2   style,http://www.carzone.ie/search/Ford/Fiesta/1.2---st/39913916036063790/advert?channel=CARS,"14,900",2012,Wicklow,"9,321",1.2,Petrol,Manual,Green,1,,Hatchback
Ford Fiesta FIESTA 1.25 ARGENTO ZETEC 82PS 3DR,http://www.carzone.ie/search/Ford/Fiesta/FIESTA-1/38313916033451930/advert?channel=CARS,"14,950",2012,Wicklow,"10,000",1.2,Petrol,Manual,White,1,"January, 2016",Hatchback
Ford Fiesta 1.4Td 70Ps Style 5Dr,http://www.carzone.ie/search/Ford/Fiesta/1.4Td-70/42813946475371940/advert?channel=CARS,"14,300",2012,Carlow,"20,506",1.4,Diesel,Manual,Colorado Red,,,Saloon
Ford Fiesta TITANIUM 1.25 60PS 4DR 5DR,http://www.carzone.ie/search/Ford/Fiesta/TITANIUM/44213944521585510/advert?channel=CARS,"14,400",2012,Sligo,"16,715",1.2,Petrol,Manual,Black,1,,Hatchback
Ford Fiesta 1.4i AUTO 2DR,http://www.carzone.ie/search/Ford/Fiesta/1.4i-AUT/43413941215426580/advert?channel=CARS,"14,445",2012,Galway,"8,064",1.4,Petrol,Automatic,Black,1,,Hatchback
Ford Fiesta 1.4 TITANIUM 96PS  AUTO 5 DR,http://www.carzone.ie/search/Ford/Fiesta/1.4-TITA/43413954868025120/advert?channel=CARS,"13,995",2012,Wexford,"33,554",1.3,Petrol,Automatic,Metallic Vision,1,"January, 2016",Hatchback
Ford Fiesta 1.25 60PS SOLD,http://www.carzone.ie/search/Ford/Fiesta/1.25-60P/42913928236347560/advert?channel=CARS,"13,950",2012,Dublin,"18,020",1.2,Petrol,Manual,Panther Black,2,"May, 2016",Hatchback
