title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Mercedes-Benz E-Class E200 A/T Elegance,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-A%23T/51214012794235750/advert?channel=CARS,"53,860",2014 ,Wexford,7,2.1,Diesel,Automatic,Dolomite Brown,,,Saloon
Mercedes-Benz E-Class E200 CDI A/T Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/37713860662801960/advert?channel=CARS,"53,900",2014 ,Laois,0,2.2,Diesel,Automatic,Metallic Silver,0,"January, 2018",Saloon
Mercedes-Benz E-Class E220Cdi AVANTGARDE A/T = SAT NAV = REV CAMERA =,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220Cdi-/36613873053505270/advert?channel=CARS,"53,945",2014 ,Galway,"2,174",2.1,Diesel,Automatic,Iridium Silver,,,Saloon
Mercedes-Benz E-Class E220CDI SE A/T,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220CDI-/44913997320396760/advert?channel=CARS,"53,950",2014 ,Kerry,"2,200",2.2,Diesel,Manual,Palladium Silver,1,"January, 2018",Saloon
Mercedes-Benz E-Class E200 CDI BE Auto Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/43713971536150870/advert?channel=CARS,"54,463",2014 ,Limerick,,2.2,Diesel,Manual,Hyacinth Red,,,
Mercedes-Benz E-Class E200cdi,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200cdi/43213965374738270/advert?channel=CARS,"54,630",2014 ,Wexford,6,2.1,Diesel,Automatic,White,0,"April, 2018",Saloon
Mercedes-Benz E-Class E200 CDI A/T Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/37913860657377020/advert?channel=CARS,"54,648",2014 ,Laois,0,2.2,Diesel,Automatic,Metallic Red,0,"January, 2017",Saloon
"Mercedes-Benz E-Class 200 CDI Elegance A/T 136bhp,New Model E-Class Has Arrived At Frank Hogans Merc",http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/36313834222683790/advert?channel=CARS,"52,970",2014 ,Limerick,,2.1,Diesel,Automatic,Iridium Silver,,,Saloon
Mercedes-Benz E-Class 200 CDI BE AVANTGARDE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/37213710385317070/advert?channel=CARS,"51,950",2014 ,Cork,700,2.1,Diesel,Automatic,Polar White,1,"April, 2018",Saloon
Mercedes-Benz E-Class E200CDI Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200CDI-/45413999885388000/advert?channel=CARS,"52,335",2014 ,Wexford,6,2.1,Diesel,Automatic,White,0,,Saloon
Mercedes-Benz E-Class E200 CDI Auto Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/50414012794235580/advert?channel=CARS,"52,335",2014 ,Wexford,6,2.1,Diesel,Automatic,White,,,Saloon
Mercedes-Benz E-Class E200 CDI Auto Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/50414012886634520/advert?channel=CARS,"52,335",2014 ,Wexford,31,2.1,Diesel,Automatic,White,,,Saloon
Mercedes-Benz E-Class E 220 CDi AVANT GARDE AUTO==HIGH SPEC==,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/44913995819451140/advert?channel=CARS,"52,950",2014 ,Galway,"2,000",2.2,Diesel,Automatic,Obsidian Black,1,"March, 2018",Saloon
Mercedes-Benz E-Class E 220 CDi AVANT GARDE AUTO==HIGH SPEC==,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/45213995823404630/advert?channel=CARS,"52,950",2014 ,Galway,"2,000",2.2,Diesel,Automatic,Iridium Silver,1,"March, 2018",Saloon
Mercedes-Benz E-Class E 220 CDi AVANT GARDE AUTO==HIGH SPEC==,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/45113995822201110/advert?channel=CARS,"52,950",2014 ,Galway,"2,500",2.2,Diesel,Automatic,Tenorite Grey,1,"March, 2018",Saloon
Mercedes-Benz E-Class E 220 CDi AVANT GARDE AUTO==HIGH SPEC==,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-220-CD/44913977725030640/advert?channel=CARS,"52,950",2014 ,Galway,"3,500",2.2,Diesel,Automatic,Diamond Silver,1,"February, 2018",Saloon
Mercedes-Benz E-Class 200 CDI BE AVANTGARDE & Much More,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/38813903088377820/advert?channel=CARS,"52,950",2014 ,Dublin,"5,000",2.1,Diesel,Automatic,Polar White,1,,Saloon
Mercedes-Benz E-Class 200 CDI BE 4DR AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/38013892662364840/advert?channel=CARS,"48,950",2014 ,Cork,31,2.1,Diesel,Automatic,Black,1,"April, 2018",Saloon
Mercedes-Benz E-Class CDI A/T,http://www.carzone.ie/search/Mercedes-Benz/E-Class/CDI-A%23T/51314013768015990/advert?channel=CARS,"49,350",2014 ,Carlow,310,2.0,Diesel,Automatic,Black,,,Saloon
Mercedes-Benz E-Class E220 CDI AUTO ELEGANCE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/49914001002326910/advert?channel=CARS,"49,950",2014 ,Carlow,"1,304",2.1,Diesel,Automatic,Grey,2,,Saloon
Mercedes-Benz E-Class E220CDI AVANTGARDE A/T DEMO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220CDI-/42313962119205150/advert?channel=CARS,"50,950",2014 ,Carlow,"6,151",2.2,Diesel,Automatic,Blue,,,Saloon
Mercedes-Benz E-Class **SOLD**,http://www.carzone.ie/search/Mercedes-Benz/E-Class/**SOLD**/38513910811313310/advert?channel=CARS,POA,2014 ,Westmeath,"1,864",2.1,Diesel,Automatic,Metallic Tenorite Grey,0,,Saloon
Mercedes-Benz E-Class E250 AMG SPORT CDI AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250-AMG/44913984154202830/advert?channel=CARS,POA,2014 ,Donegal,"4,500",2.1,Diesel,Automatic,Metallic Metallic Paint,0,"February, 2018",Saloon
Mercedes-Benz E-Class 200 CDI BE 136BHP,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/37613834222694790/advert?channel=CARS,"45,740",2014 ,Limerick,,2.1,Diesel,Manual,Black,,,Saloon
Mercedes-Benz E-Class E200 CDI Auto,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/48213988737966800/advert?channel=CARS,"46,900",2014 ,Limerick,"2,485",2.1,Diesel,Automatic,Iridium Silver,1,,Saloon
Mercedes-Benz E-Class CDI,http://www.carzone.ie/search/Mercedes-Benz/E-Class/CDI/43813962119253510/advert?channel=CARS,"47,750",2014 ,Carlow,310,2.0,Diesel,Manual,Silver,,,Saloon
Mercedes-Benz E-Class E200 Cdi Auto,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-Cdi/44713981732832570/advert?channel=CARS,"47,950",2014 ,Dublin,500,2.1,Diesel,Automatic,Iridium Silver,1,,Saloon
Mercedes-Benz E-Class E220 CDI ESTATE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220-CDI/44513958467854520/advert?channel=CARS,POA,2014 ,Cork,6,2.1,Diesel,Automatic,Blue,0,,Estate
